1741,1791,1842,1740,1792,1842,1692,2246,2247,2142,2397,2397,2246,2247,2244,2397,2145,2246,2194,2143,2145,2194,2196,2193,2193,2194,2346,2144,2346,2245,2144,2397
1741,1843,1843,1793,1741,1792,1845,2346,2193,2196,2194,2145,2194,2195,2145,2347,2193,2142,2346,2196,2145,2142,2247,2144,2398,2397,2398,2347,2193,2144,2145,2346
1791,1793,1791,1742,1741,1844,1794,2195,2246,2247,2347,2246,2245,2194,2346,2193,2145,2246,2397,2143,2346,2347,2245,2143,2245,2145,2346,2196,2346,2194,2398,2245
1842,1843,1741,1842,1793,1741,1845,2247,2195,2194,2347,2143,2397,2398,2194,2144,2195,2247,2193,2246,2347,2246,2143,2195,2398,2144,2247,2196,2145,2195,2397,2196
1842,1843,1843,1792,1741,1843,1792,1692,2145,2196,2196,2398,2244,2144,2145,2244,2246,2195,2193,2398,2194,2246,2346,2347,2142,2142,2142,2244,2193,2194,2244,2347
1843,1741,1793,1741,1842,1793,1742,1794,2244,2193,2244,2145,2347,2145,2244,2247,2144,2196,2245,2194,2398,2397,2145,2142,2397,2144,2398,2244,2145,2194,2245,2194
1843,1842,1844,1792,1792,1842,1843,1791,1689,1690,1690,1690,1690,1689,1692,2247,2143,2145,2142,2245,2247,2346,2196,2194,2144,2397,2143,2398,2398,2246,2246,2193
1741,1791,1842,1844,1793,1844,1843,1793,1843,1742,1741,1791,1843,1793,1793,1690,1690,1690,1692,2145,2397,2247,2193,2397,2196,2245,2245,2397,2196,2245,2195,2193
1793,1741,1742,1843,1842,1740,1740,1740,1742,1844,1741,1742,1844,1792,1740,1792,1791,1791,1845,2347,2144,2246,2142,2144,2398,2194,2143,2145,2145,2397,2143,2244
1793,1740,1740,1842,1793,1842,1791,1791,1741,1791,1741,1740,1792,1792,1792,1843,1740,1793,1845,2143,2196,2245,2194,2245,2194,2142,2196,2196,2347,2245,2143,2144
1742,1793,1740,1844,1844,1792,1741,1844,1741,1843,1741,1844,1740,1844,1793,1844,1741,1844,1845,2346,2193,2193,2245,2246,2195,2194,2143,2346,2245,2397,2346,2245
1741,1843,1742,1843,1742,1791,1792,1741,1742,1842,1793,1842,1793,1793,1793,1791,1844,1792,1794,2193,2244,2143,2347,2246,2245,2346,2145,2246,2244,2346,2346,2347
1741,1844,1741,1741,1742,1844,1791,1793,1793,1742,1792,1844,1740,1844,1791,1741,1843,1792,1794,2347,2144,2142,2247,2142,2144,2346,2194,2142,2245,2143,2347,2196
1791,1792,1740,1793,1843,1844,1792,1741,1843,1843,1791,1791,1843,1843,1792,1842,1842,1742,1794,2145,2247,2145,2398,2194,2346,2194,2397,2398,2194,2145,2247,2196
1791,1792,1793,1842,1793,1792,1793,1844,1844,1791,1740,1792,1842,1740,1843,1844,1742,1792,1794,2143,2144,2247,2145,2247,2194,2196,2244,2347,2246,2398,2246,2196
